Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cambodia,KHM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.617,80.442,80.39,82.85,82.536,82.397,81.745,81.031,80.3,79.592,78.869,78.132,77.382,76.626,75.862,75.086,74.296,73.498,72.696,71.887,71.071,70.25,71.575,72.881,74.169,75.429,76.663,77.871,79.055,78.451,79.259,79.45,
Kiribati,KIR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.07,63.383,63.51,64.292,64.699,64.915,65.34,63.594,63.583,64.493,64.971,65.684,65.478,66.373,66.352,66.428,66.413,66.145,65.533,65.853,66.203,66.37,66.654,67.92,68.509,68.74,69.183,69.209,69.388,68.465,68.978,70.471,
Kuwait,KWT,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.537,64.831,65.203,67.129,68.33,68.42,67.92,67.487,67.209,67.148,67.34,67.782,68.441,69.222,69.576,69.333,69.114,69.147,69.413,69.889,70.743,71.741,72.542,73.147,74.173,74.608,74.633,74.794,74.668,71.285,72.498,73.796,
Latin America & Caribbean (excluding high income),LAC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.80796863,65.07441186,65.45603385,65.72911003,65.97480201,65.45897551,66.36292065,66.58884136,66.67243379,66.54227456,66.65638185,66.83844106,67.14281272,67.72573209,68.11662852,68.36972627,68.30349299,68.1973727,68.5743562,68.06208129,67.75125986,68.33690028,68.17861856,68.01299246,68.21088246,68.32317513,68.58542076,68.88033783,69.26625346,65.19867831,67.9455716,68.66359707,
Lao PDR,LAO,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.354,68.192,68.006,67.692,67.429,67.164,66.919,66.842,66.585,66.399,66.211,66.008,65.792,65.559,65.273,64.909,64.609,64.316,64.054,63.761,63.501,63.253,63.014,62.803,62.578,62.345,62.143,61.985,61.87,61.312,61.11,61.965,
Lebanon,LBN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.14,45.944,45.955,46.024,46.105,45.826,45.922,45.911,46.092,46.228,46.224,46.297,46.406,46.382,46.251,46.117,45.982,46.497,47.017,47.546,48.084,48.634,49.2,49.781,50.486,51.32,52.157,52.982,53.787,48.847,50.278,50.374,
Liberia,LBR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.546,78.313,78.068,77.889,77.838,77.812,78.019,78.075,78.104,78.133,78.184,78.226,78.077,78.094,78.138,78.2,78.26,78.304,78.324,78.321,78.319,78.301,78.276,78.191,78.087,77.982,77.886,77.776,77.644,76.876,77.234,77.582,
Libya,LBY,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.605,48.743,48.893,49.041,49.186,49.328,49.46,49.585,49.713,49.838,49.958,50.075,50.177,50.272,50.359,50.401,50.434,50.458,50.471,50.485,50.704,50.954,50.896,50.859,50.851,50.874,50.885,50.878,50.869,49.121,49.512,50.854,
St. Lucia,LCA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.401,67.579,67.79,68.016,68.26,68.521,68.795,69.081,69.372,69.658,69.877,70.139,70.371,70.613,70.88,71.169,71.47,71.788,72.122,72.435,72.722,74.827,75.047,75.307,75.566,75.835,76.124,76.363,75.025,72.347,74.677,76.114,
Latin America & Caribbean,LCN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.50909437,64.80907674,65.1963873,65.46992922,65.74015528,65.31783269,66.15103256,66.36112757,66.42630714,66.29065607,66.38978761,66.52144612,66.79422032,67.37715448,67.769981,68.07429093,68.01839463,67.96589091,68.29125879,67.81745426,67.56515051,68.07800854,67.92663915,67.77928767,67.93684923,68.01955874,68.24181796,68.48480769,68.68344652,64.67223735,67.26485694,68.12214899,
Least developed countries: UN classification,LDC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.51923938,68.4380427,68.32002624,68.28394783,68.30273031,68.26659394,68.2005598,68.148597,68.07730329,67.96634304,67.88814225,67.80946273,67.71262288,67.65084396,67.57587699,67.38066316,67.15564115,66.9336956,66.6915279,66.45919567,66.23197195,65.94753786,65.76946338,65.5732504,65.31559302,65.22235065,65.52297743,65.52173574,65.38088281,64.82942088,64.79740522,64.85369703,
Low income,LIC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.52466375,70.50003828,70.3469047,70.21577993,70.27466484,70.31916343,70.3311943,70.3245522,70.30663974,70.27606826,70.18740794,70.05688439,69.91202065,69.83263312,69.7138847,69.36692663,69.0081571,68.73252083,68.47712194,68.24063728,68.03957698,67.57347404,67.44969313,67.3794561,67.1320885,67.06266621,66.97477251,66.77647232,66.52238381,65.75142475,65.86329661,66.00996713,
Liechtenstein,LIE,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.811,60.221,60.376,60.789,58.447,59.067,58.931,62.937,61.309,59.461,59.198,58.939,58.686,58.435,58.187,57.947,57.729,57.52,57.307,57.089,56.703,56.377,55.872,55.699,57.93,58.031,58.377,56.297,56.864,55.156,55.881,56.115,
Lower middle income,LMC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.27821471,59.25687732,59.25380126,59.29053121,59.45371676,59.74943041,59.99242585,60.25594714,60.5724597,60.72550019,60.40973087,60.03509814,59.75589865,59.48796542,59.24662489,59.2882093,59.31143056,59.28861693,59.34460147,59.40191191,59.01322997,58.56658885,58.50135255,58.38655559,58.27011033,58.06922545,57.86006857,57.65342775,57.5419798,56.72170229,57.34458986,58.21691592,
Low & middle income,LMY,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.72854677,68.62516778,68.45919929,68.48237914,68.4540987,68.40217984,68.43854929,68.46755174,68.49050585,68.41191874,68.09354158,67.72594678,67.42389544,67.15493049,66.85847754,66.64297851,66.52565472,66.2614055,66.08817391,65.83063953,65.65411456,65.39952776,65.19425567,65.02373,64.9597758,64.81568977,64.6745942,64.54229057,64.46870779,63.11806315,63.97740099,64.55878408,
Lesotho,LSO,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.325,75.193,75.03,74.866,74.676,74.557,74.422,74.271,74.108,73.635,73.155,72.667,72.17,71.664,71.148,70.618,70.079,69.533,68.983,68.433,67.883,67.335,66.793,66.716,66.621,66.581,66.494,66.413,66.345,65.728,65.653,66.586,
Late-demographic dividend,LTE,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.99265827,78.83614473,78.58866876,78.3341822,78.19710561,77.84823091,77.63793015,77.40364972,77.52318973,77.34907757,77.01141237,76.71990443,76.3808613,76.15164077,75.94820162,75.63556655,75.39162397,75.0996987,74.84460535,74.38809012,74.43011977,74.33600949,74.14020067,74.12597054,74.17148868,74.10609053,74.01198898,73.94351549,73.93731016,72.62162896,73.91666016,74.21252083,
Lithuania,LTU,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.752,75.265,74.776,74.278,73.777,73.252,72.68,72.072,72.412,71.035,69.968,69.611,72.049,69.154,68.463,67.292,67.708,68.291,69.501,70.174,71.39,71.906,72.583,73.938,74.376,75.703,76.169,77.468,78.09,78.538,78.202,78.503,
Luxembourg,LUX,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.544,63.54,62.784,62.83,60.786,61.155,61.46,61.768,63.08,64.168,64.597,65.842,65.1,66.132,66.851,67.017,67.172,67.322,69.298,68.75,68.493,69.877,70.61,71.461,71.596,70.678,70.947,71.831,72.76,72.941,74.063,74.148,
Latvia,LVA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.102,69.594,70.268,70.313,70.486,70.565,70.326,70.009,68.461,67.318,68.067,69.842,69.347,69.347,69.815,71.701,73.247,74.834,74.209,73.483,73.325,74.916,74.576,74.927,76.134,76.734,77.405,78.255,78.021,78.954,76.568,77.651,
"Macao SAR, China",MAC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.667,63.075,65.38,67.373,69.116,70.63,71.897,71.057,71.125,71.055,70.301,69.285,66.605,67.406,68.652,70.635,73.543,74.71,74.984,74.977,75.937,76.094,76.334,77.228,77.021,76.423,76.578,77.211,77.326,75.911,77.233,77.368,
St. Martin (French part),MAF,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.213,52.507,52.736,52.517,52.973,52.691,52.982,52.925,53.102,53.223,53.131,52.562,52.631,52.679,52.703,52.79,52.834,52.91,52.463,52.015,51.636,50.877,50.864,50.694,50.19,49.305,48.35,48.792,49.264,47.884,48.682,47.7,
Monaco,MCO,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.28,65.44,65.572,65.665,65.683,65.731,65.679,65.737,65.766,65.756,63.686,62.534,60.52,58.217,57.147,60.323,60.137,61.002,62.227,64.754,65.711,65.986,66.437,70.944,72.133,71.825,70.312,68.603,71.301,71.645,74.219,73.629,
Madagascar,MDG,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.458,87.429,87.401,87.383,87.387,87.471,87.56,87.643,87.712,87.761,87.836,87.86,87.868,87.85,87.807,87.804,87.784,87.749,87.701,87.642,87.572,87.498,87.424,87.346,87.268,87.119,86.991,86.88,86.779,85.923,86.202,86.407,
Maldives,MDV,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.575,50.95,51.322,51.69,52.057,52.788,53.522,54.255,54.985,55.708,55.486,55.268,55.054,54.841,54.627,54.387,54.114,53.832,53.551,54.551,55.545,56.535,57.521,58.512,59.506,60.498,62.391,64.265,66.131,62.097,64.33,66.378,
Middle East & North Africa,MEA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.35530877,49.42503156,49.5680641,49.63113847,49.25935836,48.94452881,48.84708681,48.71220918,49.17879502,49.05475134,48.71308434,48.28992726,48.55847952,48.80387244,49.03786329,49.04046032,49.08979127,48.61726272,48.9181949,49.22452099,48.92754256,48.92066389,49.18667275,49.0123667,48.98690526,49.3152688,48.9826489,48.81474651,48.72628586,47.2920396,47.76058673,48.85449862,
Mexico,MEX,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.279,60.836,61.471,61.532,61.632,61.741,63.21,62.934,62.151,62.067,61.436,60.967,61.428,62.122,62.993,63.875,64.024,63.747,63.757,63.625,63.842,64.624,64.497,63.967,64.1,64.112,63.981,64.308,65.178,60.557,64.281,65.446,
Marshall Islands,MHL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.60984555,68.50026146,68.33220826,68.36475684,68.3295126,68.27017775,68.30767325,68.3384489,68.36329038,68.28043664,67.94474943,67.55850292,67.24298799,66.95805873,66.6460489,66.43728293,66.33517026,66.06890518,65.89912724,65.63683771,65.4590608,65.21895148,65.00443149,64.82278277,64.77159937,64.61747657,64.46758573,64.33693224,64.27564006,62.86481934,63.79202633,64.41180449,
North Macedonia,MKD,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.248,62.969,62.707,62.419,62.04,61.621,60.347,60.161,59.996,59.803,59.72,59.607,61.901,61.549,61.196,61.18,62.566,63.252,63.515,62.023,63.853,63.66,64.735,65.216,64.818,64.768,65.311,64.966,65.978,65.197,65.049,63.792,
Mali,MLI,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.312,72.273,72.25,72.21,72.135,72.146,72.118,72.085,72.038,71.968,72.011,71.997,72.012,71.995,72.005,72.071,72.117,72.157,72.183,72.196,72.255,72.279,72.295,72.306,72.477,71.77,71.049,70.02,68.975,67.341,67.387,68.01,
Malta,MLT,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.211,57.43,57.601,57.675,57.829,58.261,58.494,58.554,58.624,58.073,58.793,58.727,58.573,56.998,57.545,57.709,58.665,59.029,59.425,60.589,62.185,64.266,66.675,68.231,69.187,70.96,72.517,74.926,75.937,77.058,78.058,79.85,
Myanmar,MMR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.14,79.605,79.302,78.906,78.546,78.225,77.958,77.674,77.067,76.291,75.66,74.995,74.235,73.498,72.77,72.081,71.461,70.938,70.42,69.976,69.746,69.444,69.106,68.826,68.624,67.402,66.156,66.56,64.747,64.366,59.188,59.277,
Middle East & North Africa (excluding high income),MNA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.95057376,47.9508908,48.08253832,48.16650872,47.78090206,47.47993435,47.41764395,47.30167963,47.82112981,47.54605639,47.11704706,46.57664637,46.77926254,46.98125157,47.19129778,47.10105247,47.01305555,46.29885978,46.49788371,46.64746685,46.12390357,45.86756617,46.02040774,45.70369266,45.52539606,45.75771892,45.49326418,45.1943253,44.90677636,43.23516774,43.73009072,44.93111531,
Montenegro,MNE,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.752,55.965,56.165,56.251,56.306,56.38,56.467,56.479,56.929,57.007,57.203,57.388,57.565,57.695,57.808,57.749,57.673,57.581,57.698,57.604,57.545,59.076,59.429,62.548,63.643,64.811,65.153,66.815,68.753,64.236,65.599,68.181,
Mongolia,MNG,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.592,63.996,64.097,63.958,63.654,63.55,63.377,63.229,63.092,63.049,62.944,62.77,62.514,62.48,62.466,62.457,62.441,60.774,61.01,61.977,63.239,62.769,62.296,62.891,62.749,61.579,62.472,62.492,66.115,64.128,61.932,64.12,
Northern Mariana Islands,MNP,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.474,84.311,84.221,84.143,84.063,84.117,84.156,83.914,83.668,83.419,83.166,82.91,82.649,82.384,82.116,81.844,81.569,81.291,81.01,80.725,80.437,80.146,79.852,79.557,79.258,79.214,79.16,79.1,79.033,78.284,78.274,79.084,
Mauritania,MRT,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.221,47.167,47.129,47.059,47.045,47.018,46.949,46.905,46.864,46.792,46.576,46.372,46.189,45.996,45.818,45.675,45.455,45.265,45.099,44.944,44.792,44.641,44.182,43.682,43.187,42.696,42.21,42.128,42.057,41.637,41.416,42.036,
Mauritius,MUS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.812,63.828,63.84,63.808,63.721,63.556,63.392,63.235,63.079,62.925,61.593,62.387,64.629,63.179,63.64,63.453,62.612,62.733,62.968,63.852,63.254,63.574,64.903,65.357,66.124,65.67,66.171,66.043,66.956,63.111,60.458,64.163,
Malawi,MWI,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.358,80.326,80.35,80.28,80.366,80.458,80.54,80.623,80.68,80.694,80.71,80.727,80.741,80.751,80.758,79.712,78.631,77.509,76.34,75.123,73.859,72.989,72.097,71.181,70.243,69.281,68.299,68.716,69.122,68.973,68.979,69.55,
Malaysia,MYS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.62,63.581,63.523,63.495,63.48,63.477,63.498,63.625,63.648,63.626,63.609,63.533,63.436,63.326,63.227,63.151,63.115,62.606,62.953,62.974,64.332,65.532,67.233,67.627,67.943,67.918,68.153,68.712,69.355,69.253,69.775,69.401,
North America,NAC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.90713834,75.150956,75.10139149,75.2640344,75.40743428,75.5848991,75.91827264,75.8918926,75.89036927,75.86955206,75.50841823,75.23177835,74.76356621,74.4566728,74.39966184,74.48030791,74.29220595,74.28518049,73.63959529,73.01292824,72.52050431,72.48202133,72.26323093,72.13176706,72.0642465,72.39792513,72.79711232,73.04240149,73.51789399,72.34179829,72.84067638,73.42127721,
Namibia,NAM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.028,56.962,56.855,56.753,56.135,55.517,54.903,55.067,55.23,55.393,55.679,55.966,56.254,56.542,56.828,57.112,57.399,57.69,57.986,58.288,58.597,58.909,62.949,62.379,62.493,62.596,61.402,60.15,60.175,58.959,59.399,60.406,
New Caledonia,NCL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.27,69.428,69.599,69.782,69.995,70.209,70.415,70.562,70.707,70.833,70.908,70.925,70.914,70.857,70.947,71.081,71.073,71.053,71.063,71.133,71.199,71.263,71.345,71.403,70.276,69.106,67.915,66.69,65.425,65.411,64.82,65.245,
Niger,NER,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.038,80.029,79.996,79.957,79.913,79.93,79.94,79.976,79.98,79.983,80.075,80.142,80.19,80.228,80.288,80.389,80.458,80.528,80.563,80.608,80.649,78.755,76.727,74.569,74.547,74.555,74.546,74.535,74.511,73.8,73.601,74.361,
Nigeria,NGA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.485,60.448,60.361,60.26,60.16,60.134,60.09,60.036,59.973,59.935,59.967,60.034,60.065,60.102,60.127,60.194,60.25,60.296,60.341,60.378,60.422,60.103,59.785,59.658,59.529,59.399,59.267,59.136,59.005,58.437,58.699,59.053,
Nicaragua,NIC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.179,59.104,58.996,59.046,59.205,59.778,60.311,60.843,61.239,61.637,62.034,62.428,62.82,63.211,63.593,63.968,64.348,64.732,65.121,65.511,65.902,66.293,66.69,67.092,67.303,67.51,67.721,67.572,67.408,66.779,66.902,67.912,
Netherlands,NLD,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.89,68.367,68.622,69.578,70.102,70.763,72.307,73.354,74.396,75.736,76.452,77.213,77.27,77.364,75.72,75.957,77.247,78.345,78.605,78.384,78.566,79.521,79.931,79.473,79.963,80.001,80.062,80.558,81.252,81.304,81.941,83.04,
Norway,NOR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.857,75.763,75.4,75.862,76.651,78.212,79.902,80.887,80.31,80.499,80.36,80.426,78.763,78.479,78.062,77.996,78.747,79.989,78.835,78.068,77.797,78.207,78.101,77.945,78.178,77.975,77.252,77.804,78.198,78.146,79.884,80.361,
Nepal,NPL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.647,42.617,42.619,42.653,42.713,42.675,42.656,42.652,42.66,42.683,42.623,42.565,42.497,42.41,42.306,42.291,42.24,42.153,42.055,41.96,41.853,41.814,41.82,41.821,41.785,42.005,42.213,42.421,42.639,42.242,42.404,42.672,
Nauru,NRU,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.636,73.315,73.363,74.25,75.059,75.941,75.851,75.453,75.395,75.508,76.03,76.674,76.316,76.801,77.719,78.298,78.494,78.379,78.164,77.903,78.211,77.991,77.86,79.063,79.146,80.395,81.472,81.616,81.333,81.044,81.92,82.85,
OECD members,OED,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.23998059,69.17547531,68.94359523,69.14091663,69.14732458,69.33147794,69.59933167,69.63506895,69.66954485,69.68401846,69.56307007,69.53752798,69.57395199,69.49209025,69.80572889,70.03692257,70.10578221,70.29115494,70.26557779,70.17232681,70.22688902,70.52802131,70.67868083,70.82549098,70.99952353,71.38816677,71.72792817,72.05133702,72.41310952,70.99556896,72.03456473,72.80543428,
Oman,OMN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.433,59.22,59.961,60.091,59.588,59.103,58.524,58.089,57.786,57.323,57.045,57.11,57.343,57.531,57.736,58.111,58.68,59.438,60.36,62.163,64.64,67.19,69.298,70.511,71.359,72.228,72.554,72.411,71.988,68.471,68.638,69.976,
Other small states,OSS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1639386,63.63784405,63.2873853,63.24072528,63.06996193,62.83301221,62.59993528,62.58964521,62.52182711,62.48875062,62.35089691,62.32362131,63.01756901,62.79383934,62.92693617,63.37857789,63.47723404,63.61408797,63.61457184,63.71710504,63.58675017,63.63735855,63.99887933,64.14268187,64.33821791,64.39830081,64.7991573,65.05731052,65.56079335,64.42694709,64.51945669,65.90267607,
